onset	duration	temperature	ratings	regulate-up/down
2482.216	12.5	45.300000	n/a	up
2499.219	11.0	n/a	130.000000	up
2516.454	12.5	44.300000	n/a	up
2536.466	11.0	n/a	18.000000	up
2554.698	12.5	46.300000	n/a	up
2572.715	11.0	n/a	159.000000	up
2591.945	12.5	44.300000	n/a	up
2609.962	11.0	n/a	9.000000	up
2627.197	12.5	42.300000	n/a	up
2646.211	11.0	n/a	2.000000	up
2664.444	12.5	45.300000	n/a	up
2683.458	11.0	n/a	108.000000	up
2700.694	12.5	42.300000	n/a	up
2721.719	11.0	n/a	1.000000	up
2740.949	12.5	43.300000	n/a	up
2760.977	11.0	n/a	8.000000	up
2777.198	12.5	43.300000	n/a	up
2795.215	11.0	n/a	4.000000	up
2815.442	12.5	46.300000	n/a	up
2834.456	11.0	n/a	155.000000	up
