onset	duration	temperature	ratings	regulate-up/down
846.216	12.5	42.300000	n/a	down
864.233	11.0	n/a	3.000000	down
881.469	12.5	45.300000	n/a	down
899.502	11.0	n/a	7.000000	down
918.732	12.5	46.300000	n/a	down
938.76	11.0	n/a	113.000000	down
956.992	12.5	44.300000	n/a	down
976.006	11.0	n/a	7.000000	down
996.234	12.5	42.300000	n/a	down
1015.264	11.0	n/a	6.000000	down
1032.5	12.5	44.300000	n/a	down
1049.519	11.0	n/a	7.000000	down
1067.752	12.5	43.300000	n/a	down
1085.769	11.0	n/a	8.000000	down
1101.991	12.5	43.300000	n/a	down
1123.016	11.0	n/a	111.000000	down
1141.248	12.5	45.300000	n/a	down
1161.26	11.0	n/a	116.000000	down
1178.495	12.5	46.300000	n/a	down
1197.509	11.0	n/a	134.000000	down
