onset	duration	temperature	ratings	regulate-up/down
2482.216	12.5	44.300000	n/a	up
2500.249	11.0	n/a	130.000000	up
2519.479	12.5	46.300000	n/a	up
2537.496	11.0	n/a	148.000000	up
2554.731	12.5	43.300000	n/a	up
2573.745	11.0	n/a	17.000000	up
2591.978	12.5	46.300000	n/a	up
2611.989	11.0	n/a	149.000000	up
2631.219	12.5	45.300000	n/a	up
2648.222	11.0	n/a	125.000000	up
2665.458	12.5	43.300000	n/a	up
2686.483	11.0	n/a	9.000000	up
2703.718	12.5	42.300000	n/a	up
2723.73	11.0	n/a	2.000000	up
2741.962	12.5	42.300000	n/a	up
2759.979	11.0	n/a	1.000000	up
2778.212	12.5	44.300000	n/a	up
2797.242	11.0	n/a	7.000000	up
2817.47	12.5	45.300000	n/a	up
2836.5	11.0	n/a	132.000000	up
