onset	duration	temperature	ratings	regulate-up/down
10.216	12.5	44.300000	n/a	n/a
28.249	11.0	n/a	109.000000	n/a
48.476	12.5	43.300000	n/a	n/a
68.488	11.0	n/a	105.000000	n/a
85.723	12.5	42.300000	n/a	n/a
105.735	11.0	n/a	95.000000	n/a
124.965	12.5	44.300000	n/a	n/a
141.984	11.0	n/a	120.000000	n/a
158.206	12.5	45.300000	n/a	n/a
177.22	11.0	n/a	130.000000	n/a
195.453	12.5	46.300000	n/a	n/a
214.484	11.0	n/a	136.000000	n/a
232.716	12.5	46.300000	n/a	n/a
251.73	11.0	n/a	138.000000	n/a
268.966	12.5	44.300000	n/a	n/a
285.969	11.0	n/a	120.000000	n/a
304.202	12.5	45.300000	n/a	n/a
325.227	11.0	n/a	128.000000	n/a
344.457	12.5	42.300000	n/a	n/a
362.474	11.0	n/a	109.000000	n/a
379.709	12.5	43.300000	n/a	n/a
397.726	11.0	n/a	113.000000	n/a
