onset	duration	temperature	ratings	regulate-up/down
846.216	12.5	42.100000	n/a	up
864.249	11.0	n/a	145.000000	up
881.485	12.5	42.100000	n/a	up
902.51	11.0	n/a	126.000000	up
918.732	12.5	40.800000	n/a	up
938.759	11.0	n/a	100.000000	up
958.986	12.5	46.000000	n/a	up
978.0	11.0	n/a	151.000000	up
996.233	12.5	43.400000	n/a	up
1014.266	11.0	n/a	138.000000	up
1033.496	12.5	40.800000	n/a	up
1053.507	11.0	n/a	125.000000	up
1072.737	12.5	43.400000	n/a	up
1089.74	11.0	n/a	120.000000	up
1107.973	12.5	44.700000	n/a	up
1127.003	11.0	n/a	140.000000	up
1144.239	12.5	44.700000	n/a	up
1163.269	11.0	n/a	123.000000	up
1180.505	12.5	46.000000	n/a	up
1198.538	11.0	n/a	129.000000	up
