onset	duration	temperature	ratings	regulate-up/down
2482.217	12.5	44.300000	n/a	down
2500.25	11.0	n/a	170.000000	down
2517.486	12.5	45.300000	n/a	down
2535.519	11.0	n/a	170.000000	down
2553.752	12.5	45.300000	n/a	down
2571.785	11.0	n/a	169.000000	down
2590.018	12.5	42.300000	n/a	down
2609.032	11.0	n/a	120.000000	down
2628.262	12.5	42.300000	n/a	down
2648.273	11.0	n/a	140.000000	down
2665.509	12.5	44.300000	n/a	down
2684.523	11.0	n/a	149.000000	down
2703.753	12.5	43.300000	n/a	down
2722.767	11.0	n/a	134.000000	down
2742.995	12.5	43.300000	n/a	down
2763.022	11.0	n/a	126.000000	down
2781.255	12.5	46.300000	n/a	down
2802.264	11.0	n/a	180.000000	down
2818.486	12.5	46.300000	n/a	down
2835.505	11.0	n/a	172.000000	down
