onset	duration	temperature	ratings	regulate-up/down
2482.216	12.5	45.300000	n/a	down
2500.249	11.0	n/a	78.000000	down
2516.471	12.5	46.300000	n/a	down
2534.504	11.0	n/a	98.000000	down
2553.734	12.5	45.300000	n/a	down
2572.748	11.0	n/a	19.000000	down
2590.981	12.5	44.300000	n/a	down
2611.008	11.0	n/a	8.000000	down
2628.244	12.5	43.300000	n/a	down
2646.277	11.0	n/a	10.000000	down
2665.507	12.5	42.300000	n/a	down
2686.515	11.0	n/a	16.000000	down
2703.751	12.5	43.300000	n/a	down
2723.779	11.0	n/a	11.000000	down
2744.006	12.5	44.300000	n/a	down
2761.025	11.0	n/a	17.000000	down
2779.258	12.5	46.300000	n/a	down
2798.272	11.0	n/a	102.000000	down
2815.507	12.5	42.300000	n/a	down
2834.521	11.0	n/a	4.000000	down
