onset	duration	temperature	ratings	regulate-up/down
846.217	12.5	45.300000	n/a	down
864.25	11.0	n/a	87.000000	down
882.483	12.5	43.300000	n/a	down
901.513	11.0	n/a	55.000000	down
918.749	12.5	46.300000	n/a	down
939.774	11.0	n/a	135.000000	down
957.009	12.5	46.300000	n/a	down
976.023	11.0	n/a	0.000000	down
996.251	12.5	44.300000	n/a	down
1015.281	11.0	n/a	32.000000	down
1034.511	12.5	43.300000	n/a	down
1052.528	11.0	n/a	45.000000	down
1068.75	12.5	42.300000	n/a	down
1088.777	11.0	n/a	11.000000	down
1107.01	12.5	44.300000	n/a	down
1127.021	11.0	n/a	60.000000	down
1144.257	12.5	42.300000	n/a	down
1162.274	11.0	n/a	14.000000	down
1180.506	12.5	45.300000	n/a	down
1197.509	11.0	n/a	97.000000	down
