onset	duration	temperature	ratings	regulate-up/down
2482.216	12.5	43.300000	n/a	down
2499.219	11.0	n/a	30.000000	down
2518.449	12.5	44.300000	n/a	down
2537.463	11.0	n/a	40.000000	down
2555.696	12.5	42.300000	n/a	down
2573.713	11.0	n/a	5.000000	down
2590.948	12.5	46.300000	n/a	down
2611.957	11.0	n/a	120.000000	down
2629.193	12.5	44.300000	n/a	down
2648.223	11.0	n/a	10.000000	down
2665.459	12.5	42.300000	n/a	down
2683.492	11.0	n/a	10.000000	down
2703.72	12.5	43.300000	n/a	down
2722.75	11.0	n/a	5.000000	down
2738.972	12.5	45.300000	n/a	down
2756.989	11.0	n/a	50.000000	down
2775.222	12.5	45.300000	n/a	down
2795.249	11.0	n/a	75.000000	down
2813.482	12.5	46.300000	n/a	down
2833.494	11.0	n/a	115.000000	down
