onset	duration	temperature	ratings	regulate-up/down
846.216	12.5	43.300000	n/a	up
866.228	11.0	n/a	145.000000	up
885.457	12.5	45.300000	n/a	up
903.474	11.0	n/a	150.000000	up
920.71	12.5	44.300000	n/a	up
939.74	11.0	n/a	124.000000	up
959.967	12.5	45.300000	n/a	up
977.984	11.0	n/a	127.000000	up
996.217	12.5	42.300000	n/a	up
1015.247	11.0	n/a	115.000000	up
1033.48	12.5	42.300000	n/a	up
1050.499	11.0	n/a	106.000000	up
1066.721	12.5	44.300000	n/a	up
1085.735	11.0	n/a	109.000000	up
1103.968	12.5	43.300000	n/a	up
1123.995	11.0	n/a	105.000000	up
1143.225	12.5	46.300000	n/a	up
1161.242	11.0	n/a	112.000000	up
1178.478	12.5	46.300000	n/a	up
1199.503	11.0	n/a	131.000000	up
