onset	duration	temperature	ratings	regulate-up/down
2482.216	12.5	44.300000	n/a	down
2500.233	11.0	n/a	110.000000	down
2518.466	12.5	43.300000	n/a	down
2539.474	11.0	n/a	89.000000	down
2556.71	12.5	43.300000	n/a	down
2575.74	11.0	n/a	95.000000	down
2591.962	12.5	45.300000	n/a	down
2608.965	11.0	n/a	106.000000	down
2628.195	12.5	42.300000	n/a	down
2648.206	11.0	n/a	85.000000	down
2668.434	12.5	46.300000	n/a	down
2687.464	11.0	n/a	120.000000	down
2705.697	12.5	42.300000	n/a	down
2723.73	11.0	n/a	105.000000	down
2741.963	12.5	46.300000	n/a	down
2759.98	11.0	n/a	120.000000	down
2777.221	12.5	45.300000	n/a	down
2797.233	11.0	n/a	105.000000	down
2816.463	12.5	44.300000	n/a	down
2835.493	11.0	n/a	100.000000	down
