onset	duration	temperature	ratings	regulate-up/down
10.216	12.5	44.300000	n/a	n/a
28.233	11.0	n/a	52.000000	n/a
45.468	12.5	44.300000	n/a	n/a
65.48	11.0	n/a	35.000000	n/a
84.71	12.5	45.300000	n/a	n/a
103.74	11.0	n/a	44.000000	n/a
121.973	12.5	46.300000	n/a	n/a
140.987	11.0	n/a	134.000000	n/a
161.214	12.5	43.300000	n/a	n/a
181.225	11.0	n/a	23.000000	n/a
199.458	12.5	42.300000	n/a	n/a
216.461	11.0	n/a	15.000000	n/a
233.697	12.5	46.300000	n/a	n/a
251.73	11.0	n/a	162.000000	n/a
268.965	12.5	43.300000	n/a	n/a
286.982	11.0	n/a	20.000000	n/a
303.204	12.5	45.300000	n/a	n/a
320.207	11.0	n/a	56.000000	n/a
338.44	12.5	42.300000	n/a	n/a
359.465	11.0	n/a	16.000000	n/a
377.697	12.5	44.300000	n/a	n/a
396.711	11.0	n/a	29.000000	n/a
