onset	duration	temperature	ratings	regulate-up/down
2482.216	12.5	42.300000	n/a	down
2503.241	11.0	n/a	0.000000	down
2522.471	12.5	42.300000	n/a	down
2540.488	11.0	n/a	2.000000	down
2556.71	12.5	44.300000	n/a	down
2573.729	11.0	n/a	2.000000	down
2591.962	12.5	46.300000	n/a	down
2611.99	11.0	n/a	105.000000	down
2630.222	12.5	43.300000	n/a	down
2650.234	11.0	n/a	4.000000	down
2669.464	12.5	45.300000	n/a	down
2687.497	11.0	n/a	2.000000	down
2707.724	12.5	45.300000	n/a	down
2725.741	11.0	n/a	6.000000	down
2742.976	12.5	46.300000	n/a	down
2761.99	11.0	n/a	107.000000	down
2779.226	12.5	43.300000	n/a	down
2798.24	11.0	n/a	2.000000	down
2815.475	12.5	44.300000	n/a	down
2834.489	11.0	n/a	0.000000	down
