onset	duration	temperature	ratings	regulate-up/down
2482.216	12.5	46.300000	n/a	up
2502.227	11.0	n/a	153.000000	up
2518.449	12.5	42.300000	n/a	up
2537.463	11.0	n/a	25.000000	up
2554.688	12.5	44.300000	n/a	up
2572.721	11.0	n/a	117.000000	up
2591.951	12.5	42.300000	n/a	up
2610.965	11.0	n/a	16.000000	up
2628.201	12.5	45.300000	n/a	up
2648.228	11.0	n/a	29.000000	up
2666.461	12.5	43.300000	n/a	up
2687.47	11.0	n/a	11.000000	up
2705.702	12.5	46.300000	n/a	up
2722.705	11.0	n/a	122.000000	up
2739.941	12.5	43.300000	n/a	up
2758.971	11.0	n/a	9.000000	up
2778.201	12.5	44.300000	n/a	up
2796.218	11.0	n/a	25.000000	up
2816.445	12.5	45.300000	n/a	up
2834.462	11.0	n/a	106.000000	up
