onset	duration	temperature	ratings	regulate-up/down
846.216	12.5	42.300000	n/a	up
867.225	11.0	n/a	0.000000	up
886.455	12.5	42.300000	n/a	up
903.474	11.0	n/a	0.000000	up
921.707	12.5	44.300000	n/a	up
940.737	11.0	n/a	104.000000	up
957.973	12.5	46.300000	n/a	up
976.987	11.0	n/a	106.000000	up
995.22	12.5	43.300000	n/a	up
1013.253	11.0	n/a	3.000000	up
1032.483	12.5	45.300000	n/a	up
1050.5	11.0	n/a	3.000000	up
1067.735	12.5	45.300000	n/a	up
1086.749	11.0	n/a	4.000000	up
1102.971	12.5	46.300000	n/a	up
1122.982	11.0	n/a	104.000000	up
1141.215	12.5	43.300000	n/a	up
1159.232	11.0	n/a	0.000000	up
1179.459	12.5	44.300000	n/a	up
1199.47	11.0	n/a	0.000000	up
