onset	duration	temperature	ratings	regulate-up/down
2482.216	12.5	44.300000	n/a	down
2500.233	11.0	n/a	54.000000	down
2517.468	12.5	43.300000	n/a	down
2538.477	11.0	n/a	60.000000	down
2556.709	12.5	42.300000	n/a	down
2574.726	11.0	n/a	63.000000	down
2593.956	12.5	45.300000	n/a	down
2612.986	11.0	n/a	125.000000	down
2630.222	12.5	45.300000	n/a	down
2650.25	11.0	n/a	129.000000	down
2668.482	12.5	43.300000	n/a	down
2685.485	11.0	n/a	37.000000	down
2702.721	12.5	44.300000	n/a	down
2721.751	11.0	n/a	120.000000	down
2741.978	12.5	42.300000	n/a	down
2761.989	11.0	n/a	61.000000	down
2780.222	12.5	46.300000	n/a	down
2798.239	11.0	n/a	156.000000	down
2814.461	12.5	46.300000	n/a	down
2833.491	11.0	n/a	160.000000	down
