onset	duration	temperature	ratings	regulate-up/down
2482.216	12.5	43.300000	n/a	down
2500.233	11.0	n/a	70.000000	down
2518.466	12.5	45.300000	n/a	down
2539.474	11.0	n/a	79.000000	down
2559.702	12.5	43.300000	n/a	down
2577.735	11.0	n/a	43.000000	down
2596.965	12.5	42.300000	n/a	down
2615.979	11.0	n/a	32.000000	down
2633.215	12.5	42.300000	n/a	down
2651.248	11.0	n/a	63.000000	down
2669.481	12.5	44.300000	n/a	down
2688.511	11.0	n/a	65.000000	down
2706.744	12.5	46.300000	n/a	down
2723.747	11.0	n/a	125.000000	down
2740.982	12.5	45.300000	n/a	down
2760.994	11.0	n/a	80.000000	down
2780.224	12.5	46.300000	n/a	down
2800.252	11.0	n/a	122.000000	down
2816.473	12.5	44.300000	n/a	down
2835.487	11.0	n/a	44.000000	down
