onset	duration	temperature	ratings	regulate-up/down
10.217	12.5	42.300000	n/a	n/a
29.247	11.0	n/a	121.000000	n/a
46.483	12.5	42.300000	n/a	n/a
63.486	11.0	n/a	9.000000	n/a
80.721	12.5	46.300000	n/a	n/a
101.73	11.0	n/a	137.000000	n/a
120.96	12.5	44.300000	n/a	n/a
139.974	11.0	n/a	100.000000	n/a
158.207	12.5	45.300000	n/a	n/a
176.224	11.0	n/a	107.000000	n/a
193.459	12.5	43.300000	n/a	n/a
212.473	11.0	n/a	31.000000	n/a
230.706	12.5	44.300000	n/a	n/a
250.718	11.0	n/a	8.000000	n/a
268.95	12.5	46.300000	n/a	n/a
286.967	11.0	n/a	118.000000	n/a
305.2	12.5	45.300000	n/a	n/a
323.217	11.0	n/a	105.000000	n/a
343.444	12.5	42.300000	n/a	n/a
360.447	11.0	n/a	1.000000	n/a
379.677	12.5	43.300000	n/a	n/a
399.688	11.0	n/a	5.000000	n/a
