onset	duration	temperature	ratings	regulate-up/down
10.217	12.5	46.300000	n/a	n/a
27.236	11.0	n/a	100.000000	n/a
45.469	12.5	46.300000	n/a	n/a
65.48	11.0	n/a	102.000000	n/a
82.716	12.5	45.300000	n/a	n/a
103.741	11.0	n/a	2.000000	n/a
122.971	12.5	43.300000	n/a	n/a
142.999	11.0	n/a	2.000000	n/a
161.231	12.5	42.300000	n/a	n/a
179.248	11.0	n/a	1.000000	n/a
197.481	12.5	45.300000	n/a	n/a
216.495	11.0	n/a	103.000000	n/a
233.73	12.5	42.300000	n/a	n/a
252.744	11.0	n/a	3.000000	n/a
271.974	12.5	44.300000	n/a	n/a
289.991	11.0	n/a	3.000000	n/a
306.213	12.5	46.300000	n/a	n/a
324.23	11.0	n/a	4.000000	n/a
342.462	12.5	43.300000	n/a	n/a
361.476	11.0	n/a	4.000000	n/a
381.704	12.5	44.300000	n/a	n/a
398.723	11.0	n/a	5.000000	n/a
