onset	duration	temperature	ratings	regulate-up/down
10.216	12.5	44.300000	n/a	n/a
29.23	11.0	n/a	107.000000	n/a
48.46	12.5	43.300000	n/a	n/a
67.474	11.0	n/a	70.000000	n/a
85.707	12.5	43.300000	n/a	n/a
103.74	11.0	n/a	70.000000	n/a
120.976	12.5	42.300000	n/a	n/a
137.995	11.0	n/a	53.000000	n/a
156.228	12.5	45.300000	n/a	n/a
174.245	11.0	n/a	104.000000	n/a
193.475	12.5	46.300000	n/a	n/a
213.503	11.0	n/a	112.000000	n/a
233.73	12.5	46.300000	n/a	n/a
252.76	11.0	n/a	120.000000	n/a
270.993	12.5	45.300000	n/a	n/a
291.004	11.0	n/a	82.000000	n/a
307.226	12.5	42.300000	n/a	n/a
328.235	11.0	n/a	25.000000	n/a
345.47	12.5	44.300000	n/a	n/a
362.473	11.0	n/a	35.000000	n/a
380.706	12.5	44.300000	n/a	n/a
398.739	11.0	n/a	25.000000	n/a
