onset	duration	temperature	ratings	regulate-up/down
846.216	12.5	44.300000	n/a	up
865.246	11.0	n/a	105.000000	up
884.476	12.5	43.300000	n/a	up
905.485	11.0	n/a	100.000000	up
923.718	12.5	43.300000	n/a	up
942.748	11.0	n/a	99.000000	up
959.984	12.5	45.300000	n/a	up
978.017	11.0	n/a	116.000000	up
997.247	12.5	42.300000	n/a	up
1015.264	11.0	n/a	95.000000	up
1032.499	12.5	46.300000	n/a	up
1051.513	11.0	n/a	135.000000	up
1069.746	12.5	42.300000	n/a	up
1089.757	11.0	n/a	105.000000	up
1106.993	12.5	46.300000	n/a	up
1125.01	11.0	n/a	135.000000	up
1145.237	12.5	45.300000	n/a	up
1162.24	11.0	n/a	125.000000	up
1180.473	12.5	44.300000	n/a	up
1200.5	11.0	n/a	110.000000	up
