onset	duration	temperature	ratings	regulate-up/down
846.216	12.5	44.300000	n/a	up
865.23	11.0	n/a	107.000000	up
882.466	12.5	46.300000	n/a	up
901.496	11.0	n/a	114.000000	up
918.732	12.5	45.300000	n/a	up
936.749	11.0	n/a	112.000000	up
954.982	12.5	46.300000	n/a	up
975.01	11.0	n/a	122.000000	up
994.24	12.5	42.300000	n/a	up
1011.259	11.0	n/a	80.000000	up
1030.489	12.5	43.300000	n/a	up
1048.506	11.0	n/a	106.000000	up
1066.739	12.5	44.300000	n/a	up
1084.756	11.0	n/a	104.000000	up
1100.977	12.5	42.300000	n/a	up
1121.986	11.0	n/a	60.000000	up
1142.213	12.5	45.300000	n/a	up
1161.227	11.0	n/a	106.000000	up
1178.463	12.5	43.300000	n/a	up
1198.474	11.0	n/a	80.000000	up
