onset	duration	temperature	ratings	regulate-up/down
846.216	12.5	46.300000	n/a	down
866.244	11.0	n/a	135.000000	down
885.474	12.5	43.300000	n/a	down
903.507	11.0	n/a	6.000000	down
921.74	12.5	45.300000	n/a	down
940.77	11.0	n/a	20.000000	down
958.006	12.5	42.300000	n/a	down
979.031	11.0	n/a	5.000000	down
997.263	12.5	42.300000	n/a	down
1014.266	11.0	n/a	10.000000	down
1031.502	12.5	44.300000	n/a	down
1049.535	11.0	n/a	35.000000	down
1065.757	12.5	43.300000	n/a	down
1084.787	11.0	n/a	15.000000	down
1105.014	12.5	45.300000	n/a	down
1125.025	11.0	n/a	12.000000	down
1144.255	12.5	44.300000	n/a	down
1162.272	11.0	n/a	7.000000	down
1180.505	12.5	46.300000	n/a	down
1199.535	11.0	n/a	125.000000	down
