onset	duration	temperature	ratings	regulate-up/down
2482.216	12.5	43.300000	n/a	down
2501.23	11.0	n/a	17.000000	down
2520.46	12.5	43.300000	n/a	down
2540.471	11.0	n/a	7.000000	down
2558.704	12.5	42.300000	n/a	down
2578.715	11.0	n/a	8.000000	down
2595.951	12.5	46.300000	n/a	down
2614.965	11.0	n/a	100.000000	down
2632.201	12.5	44.300000	n/a	down
2649.22	11.0	n/a	140.000000	down
2666.456	12.5	42.300000	n/a	down
2684.489	11.0	n/a	12.000000	down
2700.711	12.5	44.300000	n/a	down
2719.725	11.0	n/a	144.000000	down
2737.958	12.5	45.300000	n/a	down
2758.966	11.0	n/a	7.000000	down
2777.199	12.5	45.300000	n/a	down
2795.216	11.0	n/a	117.000000	down
2814.446	12.5	46.300000	n/a	down
2832.463	11.0	n/a	150.000000	down
