onset	duration	temperature	ratings	regulate-up/down
2482.216	12.5	42.300000	n/a	down
2500.249	11.0	n/a	25.000000	down
2516.471	12.5	45.300000	n/a	down
2537.496	11.0	n/a	95.000000	down
2554.731	12.5	46.300000	n/a	down
2572.748	11.0	n/a	95.000000	down
2590.981	12.5	45.300000	n/a	down
2610.992	11.0	n/a	85.000000	down
2628.228	12.5	42.300000	n/a	down
2647.258	11.0	n/a	1.000000	down
2667.486	12.5	43.300000	n/a	down
2686.516	11.0	n/a	10.000000	down
2705.746	12.5	44.300000	n/a	down
2723.763	11.0	n/a	10.000000	down
2741.996	12.5	43.300000	n/a	down
2761.026	11.0	n/a	1.000000	down
2780.256	12.5	46.300000	n/a	down
2800.267	11.0	n/a	105.000000	down
2817.503	12.5	44.300000	n/a	down
2834.506	11.0	n/a	35.000000	down
