onset	duration	temperature	ratings	regulate-up/down
2482.217	12.5	46.300000	n/a	up
2502.244	11.0	n/a	140.000000	up
2520.477	12.5	43.300000	n/a	up
2541.502	11.0	n/a	110.000000	up
2561.729	12.5	45.300000	n/a	up
2579.746	11.0	n/a	120.000000	up
2595.967	12.5	42.300000	n/a	up
2614.981	11.0	n/a	20.000000	up
2633.214	12.5	42.300000	n/a	up
2652.228	11.0	n/a	14.000000	up
2669.463	12.5	44.300000	n/a	up
2687.48	11.0	n/a	120.000000	up
2706.71	12.5	43.300000	n/a	up
2723.713	11.0	n/a	25.000000	up
2742.943	12.5	45.300000	n/a	up
2761.973	11.0	n/a	116.000000	up
2780.206	12.5	44.300000	n/a	up
2800.217	11.0	n/a	30.000000	up
2817.453	12.5	46.300000	n/a	up
2835.486	11.0	n/a	140.000000	up
