onset	duration	temperature	ratings	regulate-up/down
846.216	12.5	45.300000	n/a	down
866.227	11.0	n/a	160.000000	down
883.463	12.5	46.300000	n/a	down
902.477	11.0	n/a	171.000000	down
920.71	12.5	46.300000	n/a	down
939.74	11.0	n/a	135.000000	down
957.973	12.5	42.300000	n/a	down
975.99	11.0	n/a	59.000000	down
995.22	12.5	42.300000	n/a	down
1014.25	11.0	n/a	40.000000	down
1032.483	12.5	45.300000	n/a	down
1053.492	11.0	n/a	60.000000	down
1070.727	12.5	43.300000	n/a	down
1087.73	11.0	n/a	35.000000	down
1106.96	12.5	44.300000	n/a	down
1124.977	11.0	n/a	1.000000	down
1141.198	12.5	43.300000	n/a	down
1161.21	11.0	n/a	24.000000	down
1178.445	12.5	44.300000	n/a	down
1196.462	11.0	n/a	0.000000	down
