onset	duration	temperature	ratings	regulate-up/down
10.216	12.5	46.300000	n/a	n/a
30.244	11.0	n/a	5.000000	n/a
47.479	12.5	46.300000	n/a	n/a
66.493	11.0	n/a	2.000000	n/a
84.726	12.5	43.300000	n/a	n/a
102.743	11.0	n/a	8.000000	n/a
118.964	12.5	45.300000	n/a	n/a
135.967	11.0	n/a	13.000000	n/a
154.2	12.5	43.300000	n/a	n/a
172.217	11.0	n/a	10.000000	n/a
189.452	12.5	44.300000	n/a	n/a
208.466	11.0	n/a	21.000000	n/a
228.694	12.5	42.300000	n/a	n/a
246.727	11.0	n/a	16.000000	n/a
263.962	12.5	44.300000	n/a	n/a
282.976	11.0	n/a	0.000000	n/a
301.209	12.5	45.300000	n/a	n/a
322.218	11.0	n/a	17.000000	n/a
341.448	12.5	46.300000	n/a	n/a
361.475	11.0	n/a	2.000000	n/a
379.708	12.5	42.300000	n/a	n/a
396.711	11.0	n/a	2.000000	n/a
