onset	duration	temperature	ratings	regulate-up/down
846.216	12.5	45.300000	n/a	down
864.249	11.0	n/a	131.000000	down
882.482	12.5	44.300000	n/a	down
902.51	11.0	n/a	73.000000	down
919.745	12.5	46.300000	n/a	down
938.759	11.0	n/a	120.000000	down
958.986	12.5	44.300000	n/a	down
978.0	11.0	n/a	33.000000	down
995.236	12.5	42.300000	n/a	down
1015.247	11.0	n/a	15.000000	down
1034.477	12.5	45.300000	n/a	down
1055.486	11.0	n/a	103.000000	down
1071.707	12.5	42.300000	n/a	down
1088.71	11.0	n/a	19.000000	down
1106.943	12.5	43.300000	n/a	down
1124.96	11.0	n/a	22.000000	down
1144.19	12.5	43.300000	n/a	down
1163.22	11.0	n/a	16.000000	down
1181.453	12.5	46.300000	n/a	down
1199.47	11.0	n/a	140.000000	down
