onset	duration	temperature	ratings	regulate-up/down
10.216	12.5	42.300000	n/a	n/a
27.219	11.0	n/a	8.000000	n/a
45.452	12.5	43.300000	n/a	n/a
63.485	11.0	n/a	9.000000	n/a
79.707	12.5	44.300000	n/a	n/a
99.718	11.0	n/a	111.000000	n/a
118.948	12.5	46.300000	n/a	n/a
136.965	11.0	n/a	125.000000	n/a
155.198	12.5	46.000000	n/a	n/a
175.225	11.0	n/a	134.000000	n/a
192.461	12.5	43.300000	n/a	n/a
211.475	11.0	n/a	120.000000	n/a
231.702	12.5	42.300000	n/a	n/a
248.705	11.0	n/a	117.000000	n/a
267.935	12.5	42.300000	n/a	n/a
286.949	11.0	n/a	117.000000	n/a
304.185	12.5	44.300000	n/a	n/a
323.215	11.0	n/a	121.000000	n/a
341.448	12.5	45.300000	n/a	n/a
359.465	11.0	n/a	132.000000	n/a
376.7	12.5	45.300000	n/a	n/a
397.709	11.0	n/a	137.000000	n/a
