onset	duration	temperature	ratings	regulate-up/down
846.216	12.5	43.300000	n/a	up
864.233	11.0	n/a	114.000000	up
881.469	12.5	45.300000	n/a	up
901.496	11.0	n/a	126.000000	up
919.729	12.5	43.300000	n/a	up
938.743	11.0	n/a	69.000000	up
955.979	12.5	42.300000	n/a	up
977.004	11.0	n/a	27.000000	up
996.234	12.5	42.300000	n/a	up
1015.264	11.0	n/a	15.000000	up
1033.497	12.5	44.300000	n/a	up
1051.514	11.0	n/a	101.000000	up
1069.747	12.5	46.300000	n/a	up
1089.774	11.0	n/a	144.000000	up
1110.002	12.5	45.300000	n/a	up
1129.032	11.0	n/a	97.000000	up
1145.254	12.5	46.300000	n/a	up
1162.257	11.0	n/a	142.000000	up
1181.487	12.5	44.300000	n/a	up
1199.52	11.0	n/a	46.000000	up
