onset	duration	temperature	ratings	regulate-up/down
846.216	12.5	42.300000	n/a	down
866.243	11.0	n/a	105.000000	down
883.479	12.5	44.300000	n/a	down
901.512	11.0	n/a	104.000000	down
920.742	12.5	43.300000	n/a	down
939.772	11.0	n/a	95.000000	down
959.999	12.5	46.300000	n/a	down
977.002	11.0	n/a	116.000000	down
994.238	12.5	45.300000	n/a	down
1012.271	11.0	n/a	108.000000	down
1028.492	12.5	44.300000	n/a	down
1046.509	11.0	n/a	109.000000	down
1063.744	12.5	46.300000	n/a	down
1082.758	11.0	n/a	121.000000	down
1100.991	12.5	45.300000	n/a	down
1120.021	11.0	n/a	104.000000	down
1138.254	12.5	43.300000	n/a	down
1159.279	11.0	n/a	65.000000	down
1177.512	12.5	42.300000	n/a	down
1197.539	11.0	n/a	57.000000	down
