GlobSig	CER6_p	CER7ab	R_CERCR2_p	CER9_v	CER6_a	L_CERCR2_a	CER9_d	CER9_m	CER7b_m	L_CERCR2_p	CER7b_l	N	CERCR1	CER6_d	CER5	R_CERCR2_a	POsul_d	POsul_v	VMPFcor_p	R_MTgyr_a	L_ANGgyr	L_MTgyr_p	L_MTgyr_a	DMPFC_ar	L_SFsul_a	DMPFcor_ac	PCcor	POsul	L_IPlob	PGACcor	VMPFcor_a	PRC_d	SFgyr_ad	L_IPlob	R_ANGgyr	PRC_v	R_MTgyr_p	PRC_d	R_MFgyr_a	L_DVIS_v	SPlob	R_VLPFcor	FUSgyr_vl	R_IFsul	FP	R_DVIS_v	L_FP_l	SPlob	L_MFgyr_pc	L_VLPFcor	OCCTgyr_l	ACcor_d	L_MFgyr_pr	R_MFgyr_p	R_IPsul	L_IFsul	DVIS_s	FUSgyr_dl	R_SFsul	R_IPlob	R_FP_l	R_PORB	DMPFcor_p	L_IPsul	L_MFgyr_a	DVIS_vl	CAUDNH_NACC	COLsul	LORBgyr	ITgyr	STgyr_a	MORBgyr	PINS_v	TP	HIPP	AMY	PIsul	CERVM	L_MOTnet_dl	MOTnet_am	R_MOTnet_dl	MOTnet_m	MOTnet_ml	MOTnet_vl	MOTnet_l	l_PCsul	CNGsul_p	PUT_p	AINS_pd	CAUDN_d	AINS_v	FEF	PCsul_d	IMsul	STgyr_p	CAUDN_v	PUT_a	HSgyr	PSMcor_p	PSMcor_a	SMgyr	THAL_d	THAL_v	R_PCsul	PINS_d	STgyr_m	PCcor	AINS_ad	CAUDN	PVISnet_l	MDVISnet_p	MDVISnet_a	LVISnet_vp	MVISnet_p	MVISnet_av	LVISnet_p	PVISnet_dm	PVISnet_vm	MVISnet_ad	VVISnet_l	LVISnet_DP	VVISnet_m
1170.802166283169	2850.551922700843	2322.3453044819653	4013.168840962944	1567.362305861253	1680.174587949117	717.7678105807064	-160.95633551653694	1245.4638868815591	1263.348070868834	2676.9726710514715	999.645142691476	5602.943556972282	4675.272547985773	625.302754320009	222.21235174086036	2234.0765426373787	2973.3326315922145	3856.2121941884357	2281.8954847904674	922.6828196567038	513.9093546480303	689.0732726727501	176.95746226675655	2496.8059957186383	981.7632618773551	886.0396831917436	904.6701452732086	1734.0693776951755	117.10835780833776	558.2174462839961	215.4039520819982	2693.670911221277	892.3711808173828	586.1773511034377	278.0239783778335	2270.8511515958808	-1373.9023148408708	2013.3815855618182	853.2160718905046	1884.0050087862237	-0.6571056068195069	981.0352113502366	2373.965460396855	849.5615282527735	2544.76317554396	2219.069271821242	2449.9551607577005	733.2742634495945	-601.320229519619	365.4403079563046	1921.2828135235752	-159.13030986128183	1962.3016313781739	1590.0772801678356	1434.665346827618	814.7742603408707	734.5987449506434	1732.8419763333088	3431.3465561383014	950.333240868142	2234.435753431517	1670.7071143777612	194.2332071463267	602.3726349259955	373.8429084546638	764.8736827825303	436.9279843758846	171.47109629033687	3415.2991831923787	905.4807822410097	1.4965662081826645	-133.8297605689834	-933.1448966902916	3328.9916287665897	28.92185603043972	-71.36203534412647	2421.1470335883064	-1111.3537729492186	-485.5956274620572	-1533.5487522243225	-462.9157117781092	-380.2565066127454	85.251237208449	-1185.990533473275	-579.0645164386179	-295.6252861898773	-942.6887894887773	1811.0883443069458	-674.3776900529862	778.5217772774074	818.8933617766475	778.1436773661909	191.14574668551452	625.0447176609086	-1337.2575381427664	218.56289408158284	158.22717721580614	-1050.9083220693801	595.5651138305664	334.53233657957435	-299.8564012190875	1370.7928739811086	479.00350003449813	-34.49405340047983	-806.0191118945814	-1566.3083262579783	-55.17552038574219	968.2532913725255	-767.5965727529218	3453.239375008277	4477.065546761153	1569.5670079891497	3978.33813121471	2600.825397186539	265.5071236482438	2854.4418181244437	4700.3108779567565	5427.299844084115	1182.690428582697	1873.6969783724128	3140.1253579731647	2111.6462459423965
1211.2772709599546	2546.2452357289744	2304.064992555102	4113.062777187807	1889.859883235051	1329.1875155369441	616.3519421394425	-351.7832620985368	716.1580226113351	1389.5432895517604	2027.4752301165931	1630.345453898112	5997.53276435408	4776.4120892658675	960.0857527157787	1068.2877669828695	2540.5284203132333	2786.6786159594385	4288.689349110921	3247.684462385568	1511.8226911296015	74.95204082349451	841.0184321807602	681.8612535963254	2425.994023842282	1210.3081631092798	437.39524651880134	1207.280296430196	2147.4171741251002	-327.12403920063605	463.5309834435582	757.155445198218	2876.35119669778	949.2037259977158	-163.34604792493454	-460.2222044467926	2421.0757321134024	-896.3503162773217	1384.138052838424	973.058303423376	1775.0640843117883	468.40809261144966	867.0698882341385	2309.187790724749	1337.4163224892538	3387.65715068895	2105.654954730955	1663.9298309707642	1383.2675957375384	-790.6704647835721	736.345753178093	2040.914043033101	-578.2273749757087	1335.21224407959	1260.551247008254	1221.368381677672	271.9479673692396	615.6695600544534	1221.2301979677097	3601.454362952191	457.2378913512141	2307.38621241776	1079.22800543474	561.0922225560897	79.10951502830628	-273.10283820412377	556.4980170476382	136.6737084319626	1048.0738962089622	3227.1479152729635	1103.591633885972	-164.37093319553185	78.85290039286895	-239.7169199086199	3092.475088599523	826.3339319269882	632.0662324658439	2989.7598653226287	-190.73648477172853	137.77976930948128	-1001.9119414889935	-167.7322286543299	187.34913054428532	367.95406053197667	-404.3517899361524	32.48167394405037	-122.76925613442246	-435.48813293093724	916.9100887554883	-635.2751688957214	1329.6588345092275	1190.047968877873	482.30969262225875	569.1647966628107	678.7265570347125	-874.3557902821003	1229.0174454669564	-973.1162942115296	-856.9972126380896	731.5709496781633	472.85675255282894	-277.5967946220847	1616.9442074348738	524.7662167093029	-40.72089782127967	-1060.2522851343024	-1497.164486847605	-390.6273096923828	899.8227455915031	-77.45589329350379	3549.178767150303	4063.9809622940193	781.9223212608924	4351.073803800217	874.33520871117	247.37251694062178	3630.606500038734	3986.9635212780677	4698.663451377982	29.777960521927298	1496.1407799473056	3195.86899137908	1917.4288242213865
760.4660191248539	1162.3268605446328	982.2995991957815	2691.4583991300974	2123.2026975705076	267.48698851019145	316.09928843469334	-465.0133974692401	-669.5926428981945	713.3321942824093	760.1516491195612	1124.7498606878614	3929.2789709303115	2801.193506134381	486.96588939852484	1100.2087058206885	1554.155055475849	1756.731079646116	3803.555757904053	3203.235413133052	1474.828761100769	239.71764709891343	644.8645573632192	718.1828991948341	1434.3219089110692	1111.7119324320838	69.03106825319055	1187.172014523859	2475.89764919383	-423.96323744608804	521.5720799833537	882.8068440755209	2144.7072245279946	630.8734543584798	-966.8903691281664	-546.615166201736	1770.0106886640008	-153.11638038298662	646.9080191086078	304.64042829027113	1125.3018700059995	670.5499095403695	-220.59589510304588	1811.5790352847407	1029.564257943565	2360.9188355114993	1412.0388529096913	59.786662356058756	1729.1056945476125	-493.15746458996546	384.83652088805013	1374.0119566452	-837.1943854662194	347.1746579170227	375.16656840022017	627.9444964209268	-618.7713618711991	305.34628953366746	807.0352775382029	2169.9272061776423	-196.1609543136188	1445.6501113852275	-114.95662435235825	711.0550993161323	-445.8575135349749	-914.0115759589455	689.6764591687346	461.03751071985215	1620.152788825961	1285.8043191621177	908.3794264538069	-464.99951683185344	188.60161464705186	119.34802330864801	1551.727269484202	1388.726895682832	1246.3655299667485	1748.7008296863453	1247.7560637512206	555.3927643639701	-202.2481853052513	402.51266355983546	1048.9729702782497	737.573905877241	700.3579475923018	469.98977916596704	-4.074222949086403	-318.7379361107236	-352.391771068573	-622.0051789760589	639.7040512043496	948.6474984934632	-15.370871428785653	812.5651683039313	407.02007588085996	-114.6806160116377	1598.8214158038704	-1779.2458063220301	-426.2954384427012	459.82422497723553	547.2363878187242	-170.19868123447193	1143.3032598455582	95.06392908510955	44.61573534745436	-820.2578076336482	-965.1874845368521	-1032.402923828125	301.40344993461997	388.26880375031504	2471.663408531333	1757.2827441618058	-19.16136293411255	3356.498589475104	-1685.703296998731	984.5333769742181	3079.4656909288033	1721.4570365017407	2204.3621247296264	-746.0478245469391	977.8504219798299	2097.682336849385	1042.8833860229042
123.37061211246748	-587.5391624606385	-581.2166812007589	337.9205138734047	2412.0298899137056	-999.3909821987152	3.790199486896245	-338.9265468821806	-2002.6132893722024	-205.97428004626923	-669.3249324971472	123.93155536954364	1056.750129699707	-358.74576517820856	-520.3760767090187	446.47048564073515	159.10166655589583	526.5740151073805	3245.93867708842	2274.6537534033346	1038.8156747403352	835.0276352923091	584.6761644492715	448.9932944570269	5.736006858613756	772.7227796855427	31.324324346568485	1199.6424197497433	2713.091052268278	66.39821000741078	803.0906212717294	252.2387967457374	1210.1833940960112	106.79150737148441	-1304.1352027000264	77.97818925163962	878.7965682700828	454.75894789835985	498.84204973023515	-996.7680587768555	461.70962849698327	788.4262803046952	-1922.1877030929152	1272.568183857235	77.44745154980102	-165.74195507789145	650.0940506030352	-1614.7353344980875	1859.1415656424583	95.81948286763738	-323.0564463953054	444.3678396165261	-787.8714807006135	-534.2925786743164	-511.38097322045303	-118.95317884933117	-1549.4820567377797	-99.09809590149217	708.4622505274979	-230.51313792795375	-733.3072569207375	150.67011418293433	-1382.3785825311181	544.0516575544308	-802.3410540239878	-1327.4594492912292	1144.4842340303883	1389.6304359712462	1806.5068416944791	-1390.4621127981889	460.3560597507666	-578.0950002041216	168.98313527247484	-82.24172834916548	-354.7717476746771	1650.4893288979163	1690.6764176423885	-303.6326126150183	2227.5189821777344	1023.3895659769388	434.33979514210495	916.9353843516991	1868.5407917001153	1201.9261820485274	1523.983415035768	515.0319160444164	28.32103015452015	-590.5417181348043	-1666.2592105168105	-648.820760846138	-920.4857203338457	143.15436725885095	-469.87673479935216	961.2230543522227	233.50377013724733	661.9642469928292	1312.5128106876296	-1718.1321010724873	163.29468676043146	-79.88467091225289	579.0879549718165	-129.89019560084623	118.99344944654648	-453.3483977608059	134.41889170499948	-231.5052983858814	-151.422997210707	-1646.3033241577148	-376.86055224790414	443.3019460708864	814.7475244630058	-1124.9663994521663	-374.117200249892	1991.3032662209043	-3642.1760888391614	2061.6184068567613	1601.0001972638643	-1009.1620697909839	-824.8237241829557	-413.7688220915247	758.2207275303928	631.6001478402779	-32.93747951002682
-382.4907226802293	-1771.4658369726064	-1434.9106424661506	-1877.4043984582238	2540.063439149123	-1921.3731689135234	-256.0307977705291	-20.558385175817154	-2567.4549699810705	-849.3053130083543	-1690.2693758568569	-628.0102618156917	-796.5144381649279	-3277.699744234545	-1520.570650736491	-446.9986933069985	-738.9129623829551	-330.1777700456465	2864.5507612864176	903.3507275497705	631.158206027487	1395.6771538199448	823.7523514052568	289.93844569848505	-1199.5184408505759	312.745524199236	288.10473346710205	1320.0600673466513	2617.7729268737016	886.3686833565051	1057.085572552681	-976.3750764131546	609.6133440471831	-369.14318047484306	-1048.377544143352	938.1152465704715	264.4426531585646	685.0211951686069	1104.0561038839405	-2301.775671520489	112.30157441131828	930.2406251179015	-3366.135440982878	919.4796948458979	-909.4947681531229	-2886.203562948047	220.22377755906848	-2713.34798760732	1770.4647521972656	426.2997048195828	-1003.3672675227526	-221.66431369570736	-579.5839392563392	-1061.8279266357422	-965.6527428022245	-732.5525379624478	-2151.2101434827687	-506.7215810054686	836.0938347135041	-2526.452582538992	-949.25592853712	-1040.449227008623	-2210.603238804455	115.73375929318942	-985.0737957322453	-1467.2598796844482	1582.2474882744218	2413.0180587492127	1629.5328776321132	-3344.312880275124	-36.42514821071153	-287.1952325423349	24.63010353200576	-759.8343519442009	-1521.4823693879446	1569.3804080914229	1851.3780807883943	-1878.589531202574	2038.6029783935546	1473.3341689719293	476.3862590986429	1032.3897649108387	2173.207514358779	1503.4448739599993	1571.6838547966697	100.78294275896582	-41.389198396887096	-1015.1986998906211	-2803.2698401260377	-772.2124438285828	-2595.8624393628993	-880.6034877938284	-771.1716206374354	1025.0474475374158	414.9760733928633	1215.3367811427825	601.0142316234355	-1066.910730348411	688.3353992641707	-714.356434239568	466.0915655356187	-261.57145228666417	-1041.5352787672227	-745.2898392387059	41.477079366262146	289.78729619065376	615.4820161206381	-1954.3211020202637	-665.8180751994505	18.43659290190666	-633.7581509428204	-3087.030299552777	-186.4876074570876	1050.2618202452963	-3943.9227966516196	2784.029315829277	7.481256326980139	-3022.5650320836944	-3010.95944940163	917.0596613597348	920.2212310332757	-401.2512918916242	-811.419880137724
-610.9395499525427	-1820.8118197382712	-1316.2399263023433	-3057.0242028426615	2177.3132852407603	-2185.9395239412784	-478.0569229866519	236.5337610875859	-2275.0164471859	-1037.7433539813853	-1939.5830038667423	-788.5287405347067	-982.8814523686808	-4816.068873215521	-2045.404480475165	-1133.6875211824095	-822.9944403488748	-589.6833510920846	2363.4768290837605	-382.07437936883224	566.1662571844847	1503.1680354170683	1063.234439575066	568.3082180723852	-1697.6366118358242	-179.71808105423338	588.7916946933694	1343.7290938129163	2012.6439875842416	1471.2333665994497	914.0833706855774	-2222.0405252973237	425.10882205736067	-605.595018866944	-509.42432382461874	1424.6577943166096	113.37331820711677	608.4853468923008	2024.5315877454034	-2883.4579850779282	70.84729236040928	1032.2152423516607	-3708.6054881640844	743.6085851283673	-1277.350520378905	-4367.307701572593	180.97784839532315	-2964.3332524617513	1378.32867554274	17.496326457248646	-1479.4500426712984	-441.5933109603095	-481.62355474493967	-1316.9879428710938	-906.391974397985	-1035.5968734386356	-2173.301505615661	-844.3539496921911	911.0079166567003	-3690.8043927178865	-796.1484025842655	-1803.165727438386	-2336.1869590116694	-396.6189888012715	-1115.9147764152312	-1435.3342617150508	1593.9921610823505	2784.1347270357437	1187.1884039295462	-3673.5891173864666	-433.62974298203244	316.25213228492436	-219.08276881891138	-1542.4643128616642	-1434.8760449812148	1109.3232432960444	1601.8263008285817	-2253.314679016938	775.2911132049561	1518.235216940256	-195.25276247004874	661.7520939326677	1668.773289050086	1312.4111894772748	850.8298147071491	-572.6609618189108	-206.8073740394748	-1282.450806753976	-3583.1932688903808	-1021.2129182815552	-3647.0899678105893	-1673.1245883350641	-957.2147151396192	959.3204638589949	831.5796328371866	1422.2447563432468	-241.67414451132015	-623.6373195512921	934.6280139758263	-1331.8370798059411	99.26858877284187	-509.6859254081109	-1876.2050686121984	-633.0061853823454	-382.128344975985	374.8995108408471	1019.9416830539703	-1867.6792033920287	-395.754787199376	-763.001822933074	-1393.1529427600358	-3367.984652548944	312.1112089743981	655.0120377844953	-2585.1253499530612	2730.6567159821006	-1007.7996202700236	-3731.3577119487604	-3696.5347924702273	2413.091946982295	1169.8451211111885	-689.968969624618	-1014.8373193740845
-609.3099703684989	-874.2267124409578	-638.5520622461362	-2943.9229302304857	1296.7149088932917	-1809.84974219501	-623.9328779813015	148.27497061561135	-1562.2051198676443	-907.2420368296578	-1427.2614659091882	-524.9863717243785	-334.471398045777	-4636.217460418397	-1936.5967483806253	-1418.0983889975198	-420.65071551687214	-379.94391031095967	1413.5925784428914	-1174.254507410596	838.4396018048991	1065.086101904148	855.4494722657284	1222.0350714858698	-1388.008746814231	-640.8433906691415	693.4411554989749	1074.780676926652	1039.8581010441092	1402.453768656804	241.56288253068925	-2825.5861986875534	380.25902838025775	-562.5418253598148	-117.86741365473321	1279.8565595511234	296.2294683868502	513.0822871292339	2575.759900849441	-2391.582571989738	113.90240590886552	932.5517208631532	-2680.8849876161134	618.9431481074765	-801.7346819476352	-3902.300576735516	276.94599722185706	-2458.4186410013835	648.234154525378	-1081.4573022220911	-1720.8915236129524	-412.61874195203376	-596.4717776199867	-1523.6843787841797	-554.6940852979334	-1048.9698829761771	-1621.0412659278284	-1059.4730647017316	716.3135795834902	-3225.3208320451818	-389.8270309993199	-2017.8272088827546	-1790.6717192297951	-782.2279409017318	-1300.6244884169246	-1349.7043262597285	1005.1394167860893	2042.5891505255215	616.207685156183	-2554.425946810371	-665.2315523999803	869.5680074565958	-510.73037855064166	-1983.6472088110568	-473.1956752035353	314.1878960112221	922.7251133984443	-1621.527672896514	-737.2821342163086	807.3481277523184	-1229.8498289757167	43.59348069644365	471.83966777823065	542.0120189433961	-108.90051724693991	-1102.356110365682	-451.8944403979243	-1206.1844461077735	-3803.2968278479575	-1291.5359284877777	-3695.5688823617024	-1918.1422443658532	-1108.4829623277844	704.3717380006042	1084.9944768389755	1279.1123635687302	-955.7786441725127	-943.6250068177568	854.5229401176358	-1859.0369659423827	-452.62549543904737	-679.3705316655776	-2045.5153652494423	-235.67364370926566	-1093.0312868631804	-3.4639334874610377	919.6569653238569	-1445.8338701577186	231.1033564098811	-1559.1801172071887	-1507.243952668388	-2261.4694092996397	778.3144347557654	387.4728098118559	-513.9356030055454	2042.8516022177303	-1232.4359763783111	-3339.908722279823	-3199.646417820982	3133.735293466537	1103.886144006407	-503.77733467365135	-669.9323870574726
-507.76906163218183	341.28644016810824	-20.74773325238909	-1932.224145605209	333.4258082463191	-1037.8620123465855	-554.406987373275	-379.84467326893525	-923.0978371652119	-666.3683643545058	-455.2902682427077	-227.64488734896221	-244.11773674576372	-3168.472645341725	-1342.4888777857864	-1383.455638885498	-68.05521877436168	4.6708819598135864	53.17473600705465	-1315.1106832264459	1144.2965989164684	321.18539077479664	69.97177659657042	1789.9448476363202	-523.350236553616	-997.0950225634234	545.891568170835	588.3017675843957	88.21288875845026	733.4775059773372	-672.856370908022	-2429.4801850120225	145.85941337403796	-337.56405474715035	-47.351435754654254	746.5846678027601	555.1401174097886	621.8008289161851	2296.1265679326552	-1071.2692122619424	21.866782166237055	528.3704120982045	-749.4740527357374	446.0610000318517	146.6998445271143	-1837.471813731291	168.9815733547394	-1481.7598423258464	-305.17615133988943	-2219.167595616887	-1658.2692310617576	-462.1096133623773	-737.8541687055566	-1769.7519603881835	-196.16390968299493	-939.7556561536567	-764.7970013851887	-1132.2644492358695	250.95259370674958	-1401.2105079319167	55.90594096213394	-1651.1320916696923	-795.5175381216774	-888.837629312124	-1503.1829692733336	-1219.8546248927262	5.631335260661225	417.39637557319975	50.33316655560728	-946.4455041684603	-715.4515255412311	1000.5444505132912	-764.8238737951307	-1822.5933356622252	453.01801896625096	-617.541398908338	-3.6751927357403043	-744.6700805715612	-1583.043599822998	-590.99376414593	-1974.8848393233782	-457.8444404533652	-937.6111022523568	-511.8277405246975	-653.4496563109485	-1137.2591335417458	-762.4960011657404	-832.531191470131	-3294.709970703125	-1324.8999933630228	-2832.495105691578	-1564.133817001128	-1232.969819026389	239.52965184026115	816.3200236621033	855.0758435499532	-1329.556317387795	-1788.445314015057	581.8310202904689	-2177.225824304529	-897.3094157989209	-584.4355632108801	-1430.17950911901	217.52470198921534	-1824.4164943053172	-501.55247053381515	405.57776365280154	-771.8216212768555	832.367640677145	-1924.1745382739653	-1362.5064778723806	-712.1769416717227	956.8131408251248	-205.2134421074644	1084.2128943099456	1222.550698967541	-941.2979799417349	-2475.607798197498	-2346.7087931374613	2646.497250979064	520.2470839488042	-363.34549362906097	-46.08934088314281
-400.5655761527533	996.3149509040677	192.75589595074044	-707.748265908965	-117.493408203125	-174.5848770171404	-144.48966694841482	-1156.1546340409448	-514.3673575369365	-403.6793806922627	598.292196178994	-130.33646780347067	-1351.41010014973	-1205.7003930509716	-540.0962793157341	-1227.4818887361666	-22.074111461639404	282.15054984910955	-1382.9793032328287	-932.3491686324627	1096.710043354203	-396.09147489361646	-922.6428547471256	1727.5758354731968	480.2183131959703	-1170.422497075938	258.4710466633104	189.79284711569957	-562.9022704649736	-84.54675265458914	-1301.9502894570353	-1173.4516292562087	-423.09753444308325	-81.27816307871309	-105.81479191729363	272.4060564908114	647.8036120497151	855.5548642628333	1193.513717835525	423.15718255267046	-278.85381741117135	-123.76571883833358	1209.3286994865962	184.7745076997684	881.9866090784959	766.5397134430555	-316.73193649552826	-386.65390469868976	-1260.529654996615	-2583.2492716928546	-1141.2602546141015	-749.5133136631595	-599.2630177489642	-1905.675747314453	23.92659685902479	-874.092017262481	3.806066979895105	-1090.111582325726	-330.19141974964657	872.0582389278688	333.33435932301586	-742.5967519701142	366.89594154561905	-685.8597610057928	-1550.4048400174183	-937.7306598085346	-985.2077067475341	-1252.1972677258477	-421.34193502284666	206.75112534322236	-602.3056441232667	612.8326481967614	-876.1447877357988	-1124.675336490978	612.1720761111047	-1368.4904572576538	-847.5864768540564	-258.5006962853509	-1463.3984885253906	-2124.03116355265	-1903.2644777003022	-656.4339767306906	-2016.7724876915668	-1353.9515242839423	-511.25487815304234	-652.0922157624188	-1117.0812312729504	-390.93219383746856	-2073.6942658638955	-852.6992428421975	-1470.8020403696144	-797.7134151190099	-1246.0700381840097	-395.3459482561022	-10.455864008248	243.74870890446942	-1227.6736254010882	-2288.942703084743	294.3678154415554	-2107.756397309174	-905.6740451121068	-206.752363652061	-173.10533218703011	579.078677235479	-2226.9166140006137	-672.4604168591434	-263.8110551970346	104.23022489547729	1117.8050491591632	-1554.9463270248905	-1306.76555334667	404.2062789765701	744.7969356316787	-1206.3629678697027	1549.1886624706035	641.847438657985	-623.039391365277	-1631.6281470991162	-1751.1774589134554	1202.6274713818493	-463.8173090204016	-598.3346235176613	480.24224651561065
-315.7875988546217	674.9914043192961	63.67748114220182	165.49394377579927	165.59092888465295	525.039433670044	536.9397462016404	-1801.5251040318433	-153.3553044077312	-105.07997000791173	1438.9937342705086	-158.88631197005984	-2971.336805515188	506.2430235624813	234.92573650231523	-1074.9477643966675	-128.95848515169303	244.3881238169924	-2644.4554962158204	-376.4885699567739	490.4061664368795	-913.615188145056	-1523.2803706314605	827.0254827849719	1241.886528388866	-1136.0011044059481	-43.807016627429284	103.13569362196203	-1031.5792904002144	-593.3083013938024	-1290.7114575624466	376.6579151091476	-1265.9924910045806	88.24310915437464	28.421993375331798	66.7798273491137	371.2538272716381	862.578956358573	-341.60809853981283	1457.6685948211875	-723.5737733767014	-832.910133394008	2462.4192741939	-206.94173751372458	913.900409646373	2803.841159659016	-1087.5798480643166	445.6266303507487	-2027.9358823586863	-1832.1299863665292	-118.71311836953488	-1158.3412519950234	-65.83726948705213	-1705.6428516998292	121.919017721967	-892.6340180774067	398.89287461434213	-999.7895988371314	-895.0345819318617	2495.190950255463	338.46020380458475	469.8147016308971	1415.7199632165266	-281.83064961280576	-1272.9833071069065	-398.74260416897863	-1603.4388271880478	-2076.4775108669114	-774.2683395972618	608.2874917783236	-397.334447456928	-30.8294811047476	-765.0298207507414	-211.81095128589206	-42.7147320066558	-1662.2068078782822	-1322.2602543055848	-215.18520819174276	-903.2681012420654	-3078.43860552544	-1000.3445812107361	-682.8277878575637	-2479.219848244877	-1651.7265912604144	8.643872756307776	-4.712981836828171	-1459.0250324667716	-126.5475564230056	-447.23261554718016	166.6241570353508	-76.8958162639452	86.07379085916868	-1057.534542420815	-1110.479986242	-1069.0263193002706	-447.46716627920534	-677.9105834960938	-1704.2915795103033	64.06598532935719	-1527.4919324539803	-399.0780592907916	266.85555020725025	1325.140208559555	847.2693949160368	-2096.3831246816194	-318.88476096114067	-792.6729708399091	1096.7220411071778	1034.2915820881472	-519.0094208871164	-1393.3816982341264	752.2409701117713	154.46861117803132	-2319.020007650903	1007.2111609322684	218.77799558639526	-653.9693368990746	-898.5072016781323	-1453.0027594766007	-567.3190527874264	-1523.8541064943586	-1134.7897877857604	579.62057098571
