onset	duration	temperature	ratings	regulate-up/down
10.216	12.5	46.300000	n/a	n/a
29.23	11.0	n/a	141.000000	n/a
46.466	12.5	46.300000	n/a	n/a
65.496	11.0	n/a	156.000000	n/a
82.732	12.5	46.300000	n/a	n/a
100.749	11.0	n/a	128.000000	n/a
118.982	12.5	43.300000	n/a	n/a
137.015	11.0	n/a	27.000000	n/a
153.237	12.5	45.300000	n/a	n/a
174.262	11.0	n/a	47.000000	n/a
192.495	12.5	42.300000	n/a	n/a
212.523	11.0	n/a	10.000000	n/a
232.75	12.5	44.300000	n/a	n/a
250.767	11.0	n/a	75.000000	n/a
268.002	12.5	44.300000	n/a	n/a
285.005	11.0	n/a	50.000000	n/a
304.235	12.5	43.300000	n/a	n/a
324.247	11.0	n/a	30.000000	n/a
342.48	12.5	42.300000	n/a	n/a
361.51	11.0	n/a	20.000000	n/a
380.74	12.5	45.300000	n/a	n/a
397.743	11.0	n/a	128.000000	n/a
