onset	duration	temperature	ratings	regulate-up/down
10.216	12.5	46.300000	n/a	n/a
31.224	11.0	n/a	152.000000	n/a
51.451	12.5	46.300000	n/a	n/a
69.468	11.0	n/a	154.000000	n/a
87.701	12.5	43.300000	n/a	n/a
107.728	11.0	n/a	102.000000	n/a
126.958	12.5	43.300000	n/a	n/a
144.975	11.0	n/a	82.000000	n/a
162.21	12.5	45.300000	n/a	n/a
182.221	11.0	n/a	142.000000	n/a
199.457	12.5	46.300000	n/a	n/a
216.476	11.0	n/a	160.000000	n/a
235.706	12.5	44.300000	n/a	n/a
252.709	11.0	n/a	102.000000	n/a
269.944	12.5	44.300000	n/a	n/a
288.958	11.0	n/a	103.000000	n/a
305.18	12.5	42.300000	n/a	n/a
323.213	11.0	n/a	90.000000	n/a
341.446	12.5	42.300000	n/a	n/a
360.476	11.0	n/a	82.000000	n/a
378.709	12.5	45.300000	n/a	n/a
397.739	11.0	n/a	147.000000	n/a
