onset	duration	temperature	ratings	regulate-up/down
2482.216	12.5	45.300000	n/a	up
2503.241	11.0	n/a	112.000000	up
2520.476	12.5	46.300000	n/a	up
2539.49	11.0	n/a	118.000000	up
2556.726	12.5	43.300000	n/a	up
2575.756	11.0	n/a	104.000000	up
2592.992	12.5	43.300000	n/a	up
2610.011	11.0	n/a	60.000000	up
2629.241	12.5	45.300000	n/a	up
2648.255	11.0	n/a	108.000000	up
2666.488	12.5	46.300000	n/a	up
2684.521	11.0	n/a	134.000000	up
2703.751	12.5	44.300000	n/a	up
2723.762	11.0	n/a	105.000000	up
2741.995	12.5	44.300000	n/a	up
2760.028	11.0	n/a	105.000000	up
2776.25	12.5	42.300000	n/a	up
2794.283	11.0	n/a	70.000000	up
2814.51	12.5	42.300000	n/a	up
2834.521	11.0	n/a	21.000000	up
