onset	duration	temperature	ratings	regulate-up/down
846.216	12.5	45.300000	n/a	up
867.225	11.0	n/a	126.000000	up
887.452	12.5	43.300000	n/a	up
904.455	11.0	n/a	108.000000	up
921.69	12.5	46.300000	n/a	up
939.707	11.0	n/a	130.000000	up
958.937	12.5	45.300000	n/a	up
977.951	11.0	n/a	117.000000	up
997.181	12.5	43.300000	n/a	up
1015.198	11.0	n/a	92.000000	up
1033.431	12.5	42.300000	n/a	up
1051.464	11.0	n/a	102.000000	up
1069.697	12.5	46.300000	n/a	up
1088.727	11.0	n/a	138.000000	up
1105.963	12.5	44.300000	n/a	up
1124.993	11.0	n/a	112.000000	up
1141.215	12.5	42.300000	n/a	up
1161.226	11.0	n/a	103.000000	up
1179.459	12.5	44.300000	n/a	up
1199.47	11.0	n/a	90.000000	up
