onset	duration	temperature	ratings	regulate-up/down
2482.216	12.5	45.300000	n/a	up
2500.233	11.0	n/a	155.000000	up
2518.466	12.5	46.300000	n/a	up
2535.485	11.0	n/a	160.000000	up
2554.715	12.5	46.300000	n/a	up
2573.729	11.0	n/a	140.000000	up
2592.959	12.5	42.300000	n/a	up
2611.973	11.0	n/a	20.000000	up
2628.195	12.5	42.300000	n/a	up
2648.223	11.0	n/a	20.000000	up
2666.455	12.5	45.300000	n/a	up
2684.472	11.0	n/a	0.000000	up
2704.699	12.5	43.300000	n/a	up
2723.713	11.0	n/a	10.000000	up
2740.949	12.5	44.300000	n/a	up
2761.974	11.0	n/a	20.000000	up
2779.209	12.5	43.300000	n/a	up
2797.226	11.0	n/a	30.000000	up
2815.459	12.5	44.300000	n/a	up
2835.47	11.0	n/a	40.000000	up
