onset	duration	temperature	ratings	regulate-up/down
2482.217	12.5	45.300000	n/a	up
2502.244	11.0	n/a	111.000000	up
2521.475	12.5	43.300000	n/a	up
2541.502	11.0	n/a	30.000000	up
2558.738	12.5	44.300000	n/a	up
2577.752	11.0	n/a	25.000000	up
2593.974	12.5	45.300000	n/a	up
2612.007	11.0	n/a	26.000000	up
2630.24	12.5	42.300000	n/a	up
2651.249	11.0	n/a	68.000000	up
2668.484	12.5	46.300000	n/a	up
2686.501	11.0	n/a	125.000000	up
2705.731	12.5	46.300000	n/a	up
2724.745	11.0	n/a	161.000000	up
2744.972	12.5	42.300000	n/a	up
2761.975	11.0	n/a	73.000000	up
2780.208	12.5	44.300000	n/a	up
2799.222	11.0	n/a	74.000000	up
2816.458	12.5	43.300000	n/a	up
2834.475	11.0	n/a	28.000000	up
