onset	duration	temperature	ratings	regulate-up/down
10.216	12.5	42.300000	n/a	n/a
28.233	11.0	n/a	188.000000	n/a
45.469	12.5	43.300000	n/a	n/a
66.494	11.0	n/a	193.000000	n/a
85.724	12.5	43.300000	n/a	n/a
105.751	11.0	n/a	166.000000	n/a
122.987	12.5	45.300000	n/a	n/a
139.99	11.0	n/a	197.000000	n/a
156.212	12.5	44.300000	n/a	n/a
174.245	11.0	n/a	188.000000	n/a
192.478	12.5	42.300000	n/a	n/a
211.508	11.0	n/a	49.000000	n/a
228.744	12.5	46.300000	n/a	n/a
245.763	11.0	n/a	199.000000	n/a
263.996	12.5	46.300000	n/a	n/a
284.007	11.0	n/a	200.000000	n/a
302.24	12.5	44.300000	n/a	n/a
320.257	11.0	n/a	179.000000	n/a
338.49	12.5	45.300000	n/a	n/a
357.52	11.0	n/a	194.000000	n/a
376.742	12.5	42.300000	n/a	n/a
395.772	11.0	n/a	38.000000	n/a
