onset	duration	temperature	ratings	regulate-up/down
2482.216	12.5	43.300000	n/a	down
2500.233	11.0	n/a	7.000000	down
2520.46	12.5	45.300000	n/a	down
2539.474	11.0	n/a	9.000000	down
2555.696	12.5	44.300000	n/a	down
2576.721	11.0	n/a	4.000000	down
2594.953	12.5	45.300000	n/a	down
2612.97	11.0	n/a	4.000000	down
2630.206	12.5	42.300000	n/a	down
2649.236	11.0	n/a	2.000000	down
2667.469	12.5	42.300000	n/a	down
2685.502	11.0	n/a	0.000000	down
2704.732	12.5	44.300000	n/a	down
2723.746	11.0	n/a	1.000000	down
2742.976	12.5	43.300000	n/a	down
2759.995	11.0	n/a	2.000000	down
2777.231	12.5	46.300000	n/a	down
2797.259	11.0	n/a	0.000000	down
2814.494	12.5	46.300000	n/a	down
2834.505	11.0	n/a	105.000000	down
