onset	duration	temperature	ratings	regulate-up/down
846.216	12.5	46.300000	n/a	down
865.23	11.0	n/a	88.000000	down
882.466	12.5	42.300000	n/a	down
901.496	11.0	n/a	20.000000	down
918.732	12.5	44.300000	n/a	down
937.746	11.0	n/a	20.000000	down
957.973	12.5	42.300000	n/a	down
977.984	11.0	n/a	15.000000	down
997.214	12.5	45.300000	n/a	down
1015.231	11.0	n/a	57.000000	down
1033.464	12.5	43.300000	n/a	down
1054.472	11.0	n/a	32.000000	down
1073.702	12.5	46.300000	n/a	down
1090.705	11.0	n/a	91.000000	down
1108.938	12.5	43.300000	n/a	down
1126.955	11.0	n/a	28.000000	down
1145.188	12.5	44.300000	n/a	down
1165.215	11.0	n/a	53.000000	down
1181.437	12.5	45.300000	n/a	down
1199.454	11.0	n/a	59.000000	down
