onset	duration	temperature	ratings	regulate-up/down
10.216	12.5	44.300000	n/a	n/a
30.227	11.0	n/a	160.000000	n/a
49.457	12.5	45.300000	n/a	n/a
68.471	11.0	n/a	130.000000	n/a
88.698	12.5	46.300000	n/a	n/a
106.715	11.0	n/a	170.000000	n/a
124.948	12.5	43.300000	n/a	n/a
141.951	11.0	n/a	105.000000	n/a
158.173	12.5	44.300000	n/a	n/a
177.203	11.0	n/a	102.000000	n/a
194.439	12.5	45.300000	n/a	n/a
212.472	11.0	n/a	105.000000	n/a
230.705	12.5	43.300000	n/a	n/a
248.738	11.0	n/a	60.000000	n/a
266.971	12.5	44.300000	n/a	n/a
287.979	11.0	n/a	55.000000	n/a
305.215	12.5	42.300000	n/a	n/a
324.229	11.0	n/a	40.000000	n/a
342.462	12.5	42.300000	n/a	n/a
359.481	11.0	n/a	35.000000	n/a
378.711	12.5	46.300000	n/a	n/a
398.722	11.0	n/a	170.000000	n/a
