onset	duration	temperature	ratings	regulate-up/down
10.216	12.5	42.300000	n/a	n/a
31.225	11.0	n/a	101.000000	n/a
48.46	12.5	42.300000	n/a	n/a
67.474	11.0	n/a	34.000000	n/a
85.707	12.5	45.300000	n/a	n/a
102.726	11.0	n/a	104.000000	n/a
120.959	12.5	43.300000	n/a	n/a
139.989	11.0	n/a	40.000000	n/a
156.211	12.5	45.300000	n/a	n/a
174.228	11.0	n/a	60.000000	n/a
192.461	12.5	42.300000	n/a	n/a
210.494	11.0	n/a	9.000000	n/a
229.724	12.5	46.300000	n/a	n/a
246.743	11.0	n/a	110.000000	n/a
265.973	12.5	46.300000	n/a	n/a
285.984	11.0	n/a	109.000000	n/a
304.217	12.5	43.300000	n/a	n/a
322.234	11.0	n/a	17.000000	n/a
339.469	12.5	44.300000	n/a	n/a
359.48	11.0	n/a	25.000000	n/a
376.716	12.5	44.300000	n/a	n/a
395.746	11.0	n/a	21.000000	n/a
