onset	duration	temperature	ratings	regulate-up/down
10.216	12.5	46.300000	n/a	n/a
30.228	11.0	n/a	148.000000	n/a
48.46	12.5	46.300000	n/a	n/a
67.474	11.0	n/a	150.000000	n/a
85.707	12.5	44.300000	n/a	n/a
104.721	11.0	n/a	124.000000	n/a
121.957	12.5	44.300000	n/a	n/a
139.99	11.0	n/a	21.000000	n/a
159.22	12.5	45.300000	n/a	n/a
177.237	11.0	n/a	127.000000	n/a
197.464	12.5	45.300000	n/a	n/a
218.472	11.0	n/a	124.000000	n/a
235.708	12.5	43.300000	n/a	n/a
255.719	11.0	n/a	30.000000	n/a
274.949	12.5	42.300000	n/a	n/a
291.952	11.0	n/a	23.000000	n/a
308.174	12.5	42.300000	n/a	n/a
326.207	11.0	n/a	9.000000	n/a
344.44	12.5	46.300000	n/a	n/a
361.459	11.0	n/a	152.000000	n/a
378.695	12.5	43.300000	n/a	n/a
397.709	11.0	n/a	116.000000	n/a
