onset	duration	temperature	ratings	regulate-up/down
10.216	12.5	46.300000	n/a	n/a
31.225	11.0	n/a	55.000000	n/a
50.455	12.5	45.300000	n/a	n/a
67.474	11.0	n/a	0.000000	n/a
85.707	12.5	44.300000	n/a	n/a
103.74	11.0	n/a	12.000000	n/a
121.973	12.5	46.300000	n/a	n/a
139.99	11.0	n/a	87.000000	n/a
157.225	12.5	43.300000	n/a	n/a
177.237	11.0	n/a	65.000000	n/a
196.467	12.5	43.300000	n/a	n/a
213.486	11.0	n/a	1.000000	n/a
231.719	12.5	42.300000	n/a	n/a
249.752	11.0	n/a	105.000000	n/a
266.988	12.5	44.300000	n/a	n/a
286.018	11.0	n/a	115.000000	n/a
303.254	12.5	45.300000	n/a	n/a
322.268	11.0	n/a	140.000000	n/a
340.501	12.5	42.300000	n/a	n/a
359.531	11.0	n/a	75.000000	n/a
379.758	12.5	46.300000	n/a	n/a
399.77	11.0	n/a	170.000000	n/a
