onset	duration	temperature	ratings	regulate-up/down
846.216	12.5	42.300000	n/a	down
864.233	11.0	n/a	10.000000	down
881.469	12.5	44.300000	n/a	down
898.488	11.0	n/a	107.000000	down
917.718	12.5	42.300000	n/a	down
936.732	11.0	n/a	48.000000	down
952.954	12.5	43.300000	n/a	down
973.979	11.0	n/a	53.000000	down
992.212	12.5	44.300000	n/a	down
1012.239	11.0	n/a	63.000000	down
1029.475	12.5	43.300000	n/a	down
1047.492	11.0	n/a	43.000000	down
1064.727	12.5	45.300000	n/a	down
1083.741	11.0	n/a	149.000000	down
1101.974	12.5	46.300000	n/a	down
1119.991	11.0	n/a	177.000000	down
1140.218	12.5	46.300000	n/a	down
1159.232	11.0	n/a	168.000000	down
1177.465	12.5	45.300000	n/a	down
1197.493	11.0	n/a	118.000000	down
