onset	duration	temperature	ratings	regulate-up/down
2482.216	12.5	44.300000	n/a	down
2499.219	11.0	n/a	22.000000	down
2519.446	12.5	43.300000	n/a	down
2538.46	11.0	n/a	2.000000	down
2555.696	12.5	46.300000	n/a	down
2574.726	11.0	n/a	39.000000	down
2593.956	12.5	44.300000	n/a	down
2614.965	11.0	n/a	1.000000	down
2632.2	12.5	42.300000	n/a	down
2650.217	11.0	n/a	3.000000	down
2668.45	12.5	46.300000	n/a	down
2686.467	11.0	n/a	36.000000	down
2705.697	12.5	42.300000	n/a	down
2725.724	11.0	n/a	0.000000	down
2743.957	12.5	45.300000	n/a	down
2763.968	11.0	n/a	12.000000	down
2782.201	12.5	45.300000	n/a	down
2801.215	11.0	n/a	4.000000	down
2818.451	12.5	43.300000	n/a	down
2836.484	11.0	n/a	1.000000	down
