onset	duration	temperature	ratings	regulate-up/down
10.216	12.5	42.300000	n/a	n/a
29.23	11.0	n/a	106.000000	n/a
49.457	12.5	42.300000	n/a	n/a
69.469	11.0	n/a	107.000000	n/a
86.704	12.5	42.300000	n/a	n/a
104.721	11.0	n/a	106.000000	n/a
121.957	12.5	45.300000	n/a	n/a
139.974	11.0	n/a	112.000000	n/a
157.209	12.5	45.300000	n/a	n/a
178.218	11.0	n/a	114.000000	n/a
196.45	12.5	44.300000	n/a	n/a
216.462	11.0	n/a	112.000000	n/a
235.692	12.5	44.300000	n/a	n/a
252.711	11.0	n/a	110.000000	n/a
270.944	12.5	43.300000	n/a	n/a
288.961	11.0	n/a	106.000000	n/a
308.191	12.5	46.300000	n/a	n/a
327.205	11.0	n/a	116.000000	n/a
345.438	12.5	46.300000	n/a	n/a
362.441	11.0	n/a	118.000000	n/a
380.674	12.5	43.300000	n/a	n/a
399.704	11.0	n/a	112.000000	n/a
