onset	duration	temperature	ratings	regulate-up/down
10.216	12.5	44.300000	n/a	n/a
29.246	11.0	n/a	103.000000	n/a
49.473	12.5	43.300000	n/a	n/a
68.487	11.0	n/a	3.000000	n/a
85.723	12.5	42.300000	n/a	n/a
103.756	11.0	n/a	2.000000	n/a
120.992	12.5	45.300000	n/a	n/a
138.011	11.0	n/a	104.000000	n/a
157.241	12.5	42.300000	n/a	n/a
176.255	11.0	n/a	104.000000	n/a
194.488	12.5	43.300000	n/a	n/a
214.515	11.0	n/a	105.000000	n/a
230.737	12.5	46.300000	n/a	n/a
248.754	11.0	n/a	109.000000	n/a
267.984	12.5	46.300000	n/a	n/a
286.017	11.0	n/a	116.000000	n/a
304.25	12.5	44.300000	n/a	n/a
324.277	11.0	n/a	112.000000	n/a
341.513	12.5	44.300000	n/a	n/a
358.532	11.0	n/a	105.000000	n/a
376.765	12.5	45.300000	n/a	n/a
397.773	11.0	n/a	103.000000	n/a
