onset	duration	temperature	ratings	regulate-up/down
2482.216	12.5	42.300000	n/a	up
2502.227	11.0	n/a	43.000000	up
2522.455	12.5	44.300000	n/a	up
2543.48	11.0	n/a	102.000000	up
2560.715	12.5	42.300000	n/a	up
2578.732	11.0	n/a	10.000000	up
2594.954	12.5	43.300000	n/a	up
2613.984	11.0	n/a	14.000000	up
2632.217	12.5	44.300000	n/a	up
2651.231	11.0	n/a	36.000000	up
2669.464	12.5	43.300000	n/a	up
2687.497	11.0	n/a	21.000000	up
2704.733	12.5	45.300000	n/a	up
2722.766	11.0	n/a	121.000000	up
2740.002	12.5	46.300000	n/a	up
2759.032	11.0	n/a	160.000000	up
2778.262	12.5	46.300000	n/a	up
2795.265	11.0	n/a	159.000000	up
2813.498	12.5	45.300000	n/a	up
2833.526	11.0	n/a	13.000000	up
