onset	duration	temperature	ratings	regulate-up/down
2482.216	12.5	45.300000	n/a	up
2501.23	11.0	n/a	154.000000	up
2517.452	12.5	43.300000	n/a	up
2534.471	11.0	n/a	19.000000	up
2551.707	12.5	46.300000	n/a	up
2569.74	11.0	n/a	110.000000	up
2588.97	12.5	45.300000	n/a	up
2607.984	11.0	n/a	71.000000	up
2625.22	12.5	43.300000	n/a	up
2643.253	11.0	n/a	32.000000	up
2662.483	12.5	42.300000	n/a	up
2681.497	11.0	n/a	0.000000	up
2699.73	12.5	46.300000	n/a	up
2720.755	11.0	n/a	117.000000	up
2738.988	12.5	44.300000	n/a	up
2757.021	11.0	n/a	75.000000	up
2774.257	12.5	42.300000	n/a	up
2794.284	11.0	n/a	5.000000	up
2814.512	12.5	44.300000	n/a	up
2834.539	11.0	n/a	0.000000	up
