onset	duration	temperature	ratings	regulate-up/down
846.216	12.5	43.300000	n/a	up
864.233	11.0	n/a	150.000000	up
883.463	12.5	44.300000	n/a	up
904.471	11.0	n/a	145.000000	up
920.693	12.5	42.300000	n/a	up
939.707	11.0	n/a	131.000000	up
956.943	12.5	46.300000	n/a	up
973.946	11.0	n/a	170.000000	up
991.181	12.5	44.300000	n/a	up
1009.198	11.0	n/a	125.000000	up
1028.428	12.5	42.300000	n/a	up
1048.44	11.0	n/a	50.000000	up
1066.672	12.5	43.300000	n/a	up
1085.686	11.0	n/a	115.000000	up
1103.919	12.5	45.300000	n/a	up
1123.931	11.0	n/a	120.000000	up
1142.163	12.5	45.300000	n/a	up
1160.18	11.0	n/a	125.000000	up
1177.416	12.5	46.300000	n/a	up
1196.446	11.0	n/a	175.000000	up
