onset	duration	temperature	ratings	regulate-up/down
10.216	12.5	44.300000	n/a	n/a
29.246	11.0	n/a	120.000000	n/a
46.482	12.5	43.300000	n/a	n/a
65.496	11.0	n/a	110.000000	n/a
83.729	12.5	46.300000	n/a	n/a
104.754	11.0	n/a	125.000000	n/a
122.987	12.5	45.300000	n/a	n/a
141.02	11.0	n/a	110.000000	n/a
161.247	12.5	42.300000	n/a	n/a
179.264	11.0	n/a	105.000000	n/a
198.494	12.5	44.300000	n/a	n/a
218.505	11.0	n/a	105.000000	n/a
236.738	12.5	43.300000	n/a	n/a
255.752	11.0	n/a	101.000000	n/a
272.987	12.5	44.300000	n/a	n/a
289.99	11.0	n/a	105.000000	n/a
307.226	12.5	42.300000	n/a	n/a
327.237	11.0	n/a	94.000000	n/a
343.459	12.5	46.300000	n/a	n/a
361.476	11.0	n/a	130.000000	n/a
379.708	12.5	45.300000	n/a	n/a
396.711	11.0	n/a	115.000000	n/a
