onset	duration	temperature	ratings	regulate-up/down
2482.216	12.5	42.300000	n/a	up
2499.219	11.0	n/a	103.000000	up
2517.452	12.5	45.300000	n/a	up
2536.482	11.0	n/a	154.000000	up
2552.705	12.5	46.300000	n/a	up
2570.738	11.0	n/a	161.000000	up
2588.97	12.5	42.300000	n/a	up
2607.984	11.0	n/a	57.000000	up
2625.22	12.5	44.300000	n/a	up
2644.25	11.0	n/a	113.000000	up
2664.478	12.5	46.300000	n/a	up
2682.511	11.0	n/a	172.000000	up
2700.744	12.5	44.300000	n/a	up
2720.772	11.0	n/a	112.000000	up
2740.002	12.5	43.300000	n/a	up
2761.027	11.0	n/a	53.000000	up
2778.262	12.5	43.300000	n/a	up
2796.279	11.0	n/a	62.000000	up
2815.509	12.5	45.300000	n/a	up
2835.52	11.0	n/a	139.000000	up
