onset	duration	temperature	ratings	regulate-up/down
2482.216	12.5	43.300000	n/a	up
2501.23	11.0	n/a	135.000000	up
2521.458	12.5	45.300000	n/a	up
2540.488	11.0	n/a	144.000000	up
2558.721	12.5	44.300000	n/a	up
2576.738	11.0	n/a	130.000000	up
2594.971	12.5	45.300000	n/a	up
2611.99	11.0	n/a	135.000000	up
2630.223	12.5	44.300000	n/a	up
2650.235	11.0	n/a	125.000000	up
2669.465	12.5	43.300000	n/a	up
2690.49	11.0	n/a	116.000000	up
2707.725	12.5	42.300000	n/a	up
2725.742	11.0	n/a	107.000000	up
2741.964	12.5	46.300000	n/a	up
2760.995	11.0	n/a	150.000000	up
2778.23	12.5	42.300000	n/a	up
2798.241	11.0	n/a	114.000000	up
2817.471	12.5	46.300000	n/a	up
2835.488	11.0	n/a	153.000000	up
