onset	duration	temperature	ratings	regulate-up/down
846.216	12.5	45.300000	n/a	up
864.233	11.0	n/a	185.000000	up
883.463	12.5	43.300000	n/a	up
900.482	11.0	n/a	124.000000	up
918.715	12.5	44.300000	n/a	up
939.723	11.0	n/a	115.000000	up
956.959	12.5	46.300000	n/a	up
974.976	11.0	n/a	190.000000	up
994.206	12.5	45.300000	n/a	up
1014.234	11.0	n/a	165.000000	up
1031.469	12.5	44.300000	n/a	up
1050.483	11.0	n/a	110.000000	up
1068.716	12.5	42.300000	n/a	up
1087.746	11.0	n/a	35.000000	up
1104.982	12.5	42.300000	n/a	up
1122.999	11.0	n/a	20.000000	up
1139.22	12.5	43.300000	n/a	up
1159.232	11.0	n/a	20.000000	up
1177.464	12.5	46.300000	n/a	up
1196.478	11.0	n/a	0.000000	up
