onset	duration	temperature	ratings	regulate-up/down
2482.216	12.5	45.300000	n/a	up
2501.231	11.0	n/a	171.000000	up
2518.466	12.5	45.300000	n/a	up
2536.483	11.0	n/a	152.000000	up
2554.716	12.5	44.300000	n/a	up
2572.749	11.0	n/a	146.000000	up
2592.977	12.5	46.300000	n/a	up
2613.004	11.0	n/a	166.000000	up
2631.237	12.5	42.300000	n/a	up
2652.246	11.0	n/a	100.000000	up
2671.476	12.5	42.300000	n/a	up
2690.506	11.0	n/a	114.000000	up
2707.742	12.5	46.300000	n/a	up
2724.745	11.0	n/a	176.000000	up
2741.981	12.5	44.300000	n/a	up
2761.011	11.0	n/a	100.000000	up
2777.233	12.5	43.300000	n/a	up
2797.244	11.0	n/a	78.000000	up
2815.477	12.5	43.300000	n/a	up
2833.494	11.0	n/a	79.000000	up
