onset	duration	temperature	ratings	regulate-up/down
10.216	12.5	46.300000	n/a	n/a
30.227	11.0	n/a	145.000000	n/a
48.46	12.5	46.300000	n/a	n/a
69.469	11.0	n/a	145.000000	n/a
85.691	12.5	44.300000	n/a	n/a
103.724	11.0	n/a	105.000000	n/a
120.959	12.5	46.300000	n/a	n/a
138.976	11.0	n/a	132.000000	n/a
156.211	12.5	42.300000	n/a	n/a
174.228	11.0	n/a	94.000000	n/a
191.464	12.5	42.300000	n/a	n/a
211.492	11.0	n/a	50.000000	n/a
229.724	12.5	44.300000	n/a	n/a
246.727	11.0	n/a	102.000000	n/a
266.954	12.5	45.300000	n/a	n/a
283.957	11.0	n/a	115.000000	n/a
303.187	12.5	45.300000	n/a	n/a
322.201	11.0	n/a	105.000000	n/a
340.434	12.5	43.300000	n/a	n/a
359.448	11.0	n/a	40.000000	n/a
378.678	12.5	43.300000	n/a	n/a
397.692	11.0	n/a	36.000000	n/a
