onset	duration	temperature	ratings	regulate-up/down
846.216	12.5	42.300000	n/a	up
865.23	11.0	n/a	110.000000	up
884.46	12.5	45.300000	n/a	up
905.469	11.0	n/a	131.000000	up
922.704	12.5	46.300000	n/a	up
941.718	11.0	n/a	154.000000	up
957.94	12.5	45.300000	n/a	up
977.968	11.0	n/a	135.000000	up
997.198	12.5	43.300000	n/a	up
1015.231	11.0	n/a	102.000000	up
1032.467	12.5	42.300000	n/a	up
1050.5	11.0	n/a	54.000000	up
1067.736	12.5	43.300000	n/a	up
1087.763	11.0	n/a	102.000000	up
1107.991	12.5	44.300000	n/a	up
1126.024	11.0	n/a	101.000000	up
1144.257	12.5	46.300000	n/a	up
1161.276	11.0	n/a	149.000000	up
1179.509	12.5	44.300000	n/a	up
1198.523	11.0	n/a	120.000000	up
